,Dealer,Company,VIP,FEIN,Unnamed: 4,DNI,Peripherals,Service,Owner,Unit ID,Unit,Unit Type,Carrier,Unnamed: 13,Monthly Fee,Billing Group,Billing Period,Last Service Paid Until,Service Paid Until,Serial Number,IMEI,Bill To,Status,Event,Assigned To Company On,Last Event Date,Last Contact On,Last Event Address
6642,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0I01,TAW602,CalAmp 2631 - Gemalto HSPA - LMU2631H-0000-G1000,MOVISTAR CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764132498,357041060774273,,Active,Parked,6/22/2023 12:00:29 PM,7/16/2025 10:38:18 AM,7/16/2025 10:38:41 AM,"Kr56 19-26, Bogota, Cundinamarca, Colombia"
6643,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0JGA,TLM436,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764343156,358077090870961,,Active,Drive,4/14/2020 2:23:40 PM,7/16/2025 11:10:02 AM,7/16/2025 11:10:46 AM,"Km 20 de la vía Villavicencio - Acacías, , Meta"
6644,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0JGH,WCU308,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764343167,358077091070249,,Active,Idle Alert,4/8/2020 2:22:01 PM,7/16/2025 11:08:55 AM,7/16/2025 11:09:14 AM,"Cl15-65, Villavicencio, Meta"
6645,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0JGJ,VKK718,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764343142,358077091133104,,Active,Drive,4/14/2020 2:20:34 PM,7/16/2025 11:06:05 AM,7/16/2025 11:06:14 AM,"Vía Chichimene, Acacías, Meta, Colombia"
6646,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 147668 , Panic Button, ",PLAN PROFESIONAL,Renting,0JGR,TAU569,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,105500,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,4764343196,358077090916517,,Active,Idle Alert,7/29/2020 8:14:02 AM,7/16/2025 8:42:05 AM,7/16/2025 8:42:21 AM,"Kr56 19-28, Bogota, Cundinamarca, Colombia"
6647,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0JGW,GKV855,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,4/17/2020 12:00:00 AM,5/16/2020 12:00:00 AM,4864055294,357041069282450,,Active,Drive,4/17/2020 7:26:15 AM,7/16/2025 11:14:51 AM,7/16/2025 11:15:21 AM,"Av 65, Acacias, Meta, Colombia"
6648,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 147662, Panic Button, ",PLAN PROFESIONAL,Renting,0JGZ,FST289,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,105500,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764343055,359369091278180,,Active,Idle - Stop,4/17/2020 7:27:10 AM,7/16/2025 11:09:14 AM,7/16/2025 11:09:52 AM,"Kr73a 5c-96, Bogota, Cundinamarca, Colombia"
6649,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 157930, Panic Button, ",PLAN PROFESIONAL,Renting,0JHW,GKV593,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,105500,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764347419,358077092212774,,Active,Parked,4/8/2020 2:25:12 PM,7/16/2025 10:14:00 AM,7/16/2025 10:24:28 AM,"Km 0 de la vía  La Julia, , Meta, Colombia"
6650,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0KAB,TAW600,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764347624,358077091184677,,Active,Parked,9/4/2020 9:53:31 AM,7/16/2025 8:32:29 AM,7/16/2025 8:32:42 AM,"Kr56 19-27, Bogota, Cundinamarca, Colombia"
6651,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 003944, Fuel Sensor - 003761, Panic Button, ",PLAN PROFESIONAL,Renting,0KAF,STO435,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,149200,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764347634,358077092193149,,Active,Parked,7/28/2020 5:53:16 AM,7/16/2025 9:20:38 AM,7/16/2025 9:52:12 AM,"Cl19-56, Guamal, Meta, Colombia"
6652,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0KAK,TFT635,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764341175,359369091340295,,Active,Ignition OFF,7/31/2020 12:20:10 PM,7/16/2025 11:06:28 AM,7/16/2025 11:06:51 AM,"Cl15-68, Villavicencio, Meta, Colombia"
6654,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0L7M,WNV969,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,MOVISTAR CO,,"59964,97",,Monthly,3/31/2021 12:00:00 AM,4/29/2021 12:00:00 AM,4764322625,358077091915435,,Active,Idle Alert,3/31/2021 10:30:44 AM,7/16/2025 10:22:53 AM,7/16/2025 10:23:24 AM,"Kr56 19-31, Bogota, Cundinamarca, Colombia"
6655,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0LI5,WCU319,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764341156,359369091298956,,Active,Drive,1/25/2021 9:15:27 AM,7/16/2025 11:14:07 AM,7/16/2025 11:14:39 AM," Km 4 de la vía San Isidro de Chichimene - Acacias, , Meta, Colombia"
6656,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 158060, Panic Button, ",PLAN PROFESIONAL,Renting,0LI7,GKV748,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,105500,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,4764341146,359369091294856,,Active,Drive,1/24/2021 11:01:33 AM,7/16/2025 11:05:44 AM,7/16/2025 11:06:30 AM,"Av Las Americas 39-37, Bogota, Cundinamarca"
6657,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 158052, Panic Button, ",PLAN PROFESIONAL,Renting,0LI8,GKV741,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,105500,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,4764341100,359369091295010,,Active,Parked,1/24/2021 11:01:13 AM,6/10/2025 12:47:28 PM,6/10/2025 12:47:56 PM,"Av 65, Villavicencio, Meta, Colombia"
6658,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 158069, Panic Button, ",PLAN PROFESIONAL,Renting,0LI9,GKV747,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,Claro CO,,105500,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,4764341092,359369091299897,,Active,Idle - Stop,1/24/2021 11:00:55 AM,7/16/2025 11:14:10 AM,7/16/2025 11:14:41 AM,"Cl22b 73bis-52, Bogota, Cundinamarca, Colombia"
6660,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 144045, Panic Button, ",PLAN PROFESIONAL,Renting,0LR6,CAT0320DKA6F01249,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,105500,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764342991,357041069330697,,Active,Parked,10/25/2020 12:06:14 PM,7/16/2025 7:35:09 AM,7/16/2025 7:56:38 AM,"X69J+WP Acacías, Meta, Colombia"
6662,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0M28,CAT00D8N - 5TJ03106,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,59965,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363126536,359369091134375,,Active,POWER UP,11/27/2020 12:49:10 PM,3/11/2022 6:00:22 AM,3/18/2022 7:57:58 AM,Gulf of Guinea
6663,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MHB,CAT0336ETFJH00549,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,59965,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,1363144621,358077092185202,,Active,Ignition ON,2/8/2021 4:00:30 PM,11/12/2023 3:05:37 PM,11/13/2023 11:03:23 AM,Gulf of Guinea
6665,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MHI,PUTZMEISTER TK70,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,23500,,Monthly,1/23/2021 12:00:00 AM,2/21/2021 12:00:00 AM,1363142208,358077092387980,,Active,Parked,1/23/2021 7:29:16 AM,10/9/2024 3:36:38 PM,10/9/2024 3:37:02 PM,"Km 6 de la vía Villavicencio - Acacías, , Meta, Colombia"
6666,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MHP,SZY750,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363142738,358077092161476,,Active,Parked,1/23/2021 6:27:24 AM,7/16/2025 8:55:21 AM,7/16/2025 8:55:50 AM,Via Acacías - Guamal 
6667,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0MLX,TBL438,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",Claro CO,,"59964,97",,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,4764341269,359369091352977,,Active,Parked,3/24/2021 8:02:37 AM,7/16/2025 8:32:05 AM,7/16/2025 8:32:16 AM,"Kr56 19-29, Bogota, Cundinamarca, Colombia"
6672,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Client,0NPG,CAT0906HTJRF00918,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,,149200,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363184637,354514101460337,,Active,Parked,9/28/2024 7:45:32 AM,7/16/2025 8:13:51 AM,7/16/2025 8:14:26 AM,"Kr56 19-26, Bogota, Cundinamarca, Colombia"
6674,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0UAF,CAT0320DJBWZ05152,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,Claro CO,,59965,,Monthly,1/4/2016 12:00:00 AM,3/21/2080 3:00:01 AM,4764415474,354514101467522,,Active,POWER UP,12/8/2022 1:39:49 PM,7/8/2025 11:51:57 AM,7/8/2025 11:51:58 AM,"V7XF+X8 Guamal, Meta, Colombia"
6687,TSO Colombia - IBO IDCOM,CONCREMACK SAS,VIP,900558342,,,"Fuel Sensor - 148842, Panic Button, ",PLAN PROFESIONAL,Renting,532R,TAU553,CalAmp 2620 - 3G - LMU26H200-G1000,MOVISTAR CO,,105500,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764343002,357041069152034,,Active,Parked,1/24/2020 11:16:45 AM,7/16/2025 7:38:52 AM,7/16/2025 7:39:21 AM,"Av Ciudad De Cali 14-17, Bogota, Cundinamarca, Colombia"
6691,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Fuel Sensor - 149535, Panic Button, ",PLAN PROFESIONAL,Client,0LYO,BKX-928,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,CLARO-PE,,"26,8",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400650,354514101223321,,Active,Drive,12/28/2021 8:09:39 AM,7/16/2025 11:15:31 AM,7/16/2025 11:15:48 AM,"Av Pe-34 A-64, Cerro Colorado, Arequipa, Arequipa"
6692,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Fuel Sensor - 142347, Panic Button, ",PLAN PROFESIONAL,Client,0LYQ,BKX-874,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"26,8",,,12/27/2021 12:00:00 AM,1/1/1900 12:00:00 AM,4764429203,354514102549609,,Active,Idle Alert,12/27/2021 12:03:57 PM,7/16/2025 11:07:42 AM,7/16/2025 11:08:15 AM,"Via Principal-76, La Joya, Arequipa, Arequipa, Perú"
6693,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Fuel Sensor - 214312, Panic Button, ",PLAN PROFESIONAL,Client,0TWG,VAG-881,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"26,8",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764417441,354514101596346,,Active,Idle - Stop,10/12/2022 3:26:58 AM,7/16/2025 11:14:00 AM,7/16/2025 11:14:16 AM,"M94W+R3V, Cerro Colorado 04000, Peru"
6694,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Fuel Sensor - 209441, Panic Button, ",PLAN PROFESIONAL,Client,0Y78,VDO-852,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"26,8",INTERNAL U,Monthly,12/27/2021 12:00:00 AM,1/1/1900 12:00:00 AM,4764429278,354514102386523,,Active,Parked,6/1/2025 6:05:16 PM,7/16/2025 9:31:45 AM,7/16/2025 9:32:09 AM,"M94W+R3V, Cerro Colorado 04000, Peru"
6695,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Panic Button, ",PLAN PROFESIONAL,Client,0YUF,VAG-882,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"26,8",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764429033,354514102534973,,Active,Travel Start,5/26/2024 2:09:45 PM,7/16/2025 11:15:35 AM,7/16/2025 11:16:11 AM,"Ar-115 AR-115,0, Uchumayo, Arequipa, Arequipa, Perú"
6696,TSO Mobile Peru,CONCRETEC & PREFABRICADOS S.A.C., ,20558684764,,20558684764,"Fuel Sensor - 209433, Panic Button, ",PLAN PROFESIONAL,Client,16J1,VAG-883,CalAmp 2630 - LMU26H3000-ITM01,CLARO-PE,,"26,8",INTERNAL U,Monthly,12/27/2021 12:00:00 AM,1/1/1900 12:00:00 AM,4764383821,358077093308712,,Active,Drive,6/1/2025 6:03:51 PM,7/16/2025 11:15:07 AM,7/16/2025 11:15:24 AM,"Via Principal, Cerro Colorado, Arequipa, Arequipa, Perú"
6697,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10RM,BZK-760,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764429103,354514102549435,,Active,POWER UP,6/1/2024 12:11:52 PM,6/29/2025 5:54:39 AM,7/16/2025 10:52:42 AM,Gulf of Guinea
6698,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TM,BVV-723,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428775,354514102534981,,Active,Parked,11/29/2023 12:11:59 PM,7/16/2025 11:15:28 AM,7/16/2025 11:15:47 AM,"Panamericana Nte., Peru"
6699,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TO,BTW-777,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428771,354514102534999,,Active,Parked,11/29/2023 2:13:54 PM,1/15/2025 9:39:10 AM,1/15/2025 9:39:35 AM,"Panamericana Nte., Peru"
6700,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TP,BXA-882,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428760,354514102384171,,Active,Idle - Stop,11/29/2023 11:40:38 AM,7/16/2025 11:15:01 AM,7/16/2025 11:15:20 AM,"LA-116, Peru"
6701,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TR,BNY-812,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428747,354514102532985,,Active,Idle Alert,11/29/2023 1:00:29 PM,7/16/2025 9:51:19 AM,7/16/2025 9:51:43 AM,"Pe-6a-44, Patapo, Chiclayo, Lambayeque, Perú"
6702,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TS,BPS-865,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428769,354514102349372,,Active,Idle Alert,11/29/2023 1:29:14 PM,7/16/2025 10:51:35 AM,7/16/2025 10:52:06 AM,"Av Pe-1n, Monsefu, Chiclayo, Lambayeque, Perú"
6703,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,10TU,BNW-780,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428819,354514102531466,,Active,Idle Alert,11/29/2023 11:09:58 AM,7/16/2025 9:58:55 AM,7/16/2025 9:59:17 AM,"Sauces-57, Chiclayo, Chiclayo, Lambayeque, Perú"
6705,TSO Mobile Peru,CONCRETERA DEL NORTE S.R.L., ,20602271332,,20602271332,"Panic Button, ",PLAN PROFESIONAL,Client,11TT,BZQ-904,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"16,03",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764385576,358077093311245,,Active,Parked,6/1/2024 12:10:16 PM,7/16/2025 7:59:39 AM,7/16/2025 8:00:04 AM,"55GF+2P4, La Victoria 14007, Peru"
6708,TSO Mobile - Colombia,CONCUBIERTAS SAS, ,900516534,,,"Panic Button, ",PLAN SEGURIDAD,Client,0T6L,JYO667,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,Claro CO,,42394,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4864054796,357041069209115,,Active,Travel Stop,9/15/2022 9:11:17 AM,7/16/2025 11:17:01 AM,7/16/2025 11:17:23 AM,"Av Autosur 5-33, Medellin, Antioquia"
6724,TSO Mobile - Colombia,CONGELAR DISTRIBUCIONES SAS, ,901703513,,,"Panic Button, ",PLAN STANDARD,Renting,0XSU,UFU506,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,49800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363188925,352556102936833,,Active,Parked,8/23/2023 5:40:25 AM,7/16/2025 8:29:01 AM,7/16/2025 8:29:12 AM,"Cl. 11 #28-123, Sogamoso, Boyacá, Colombia"
6725,TSO Mobile - Colombia,CONGELAR DISTRIBUCIONES SAS, ,901703513,,,"Panic Button, ",PLAN STANDARD,Renting,0XTD,WFG172,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,,49800,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363189390,352556102946972,,Active,Travel Start,8/23/2023 4:39:57 AM,7/16/2025 11:16:49 AM,7/16/2025 11:17:16 AM,"Cra. 20 #11-86 a 11-120, Sogamoso, Boyacá, Colombia"
6736,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,006X,TBB-839,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,8",,Monthly,11/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,4764401082,354514101220392,,Active,Ignition OFF,10/27/2022 5:01:48 AM,7/16/2025 11:14:11 AM,7/16/2025 11:14:41 AM,"Av Pe-1s Km 271, Paracas, Pisco, Ica, Perú"
6738,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0B00,F6F-908,CalAmp 2630 - CDMA - LMU2630CV-G1000,CLARO-PE TSO,,"16,8",,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764412415,352556102511131,,Active,Ignition OFF,1/7/2019 1:10:44 PM,7/6/2025 5:03:54 PM,7/6/2025 5:04:15 PM,"Av Pe-1n Km 858, Olmos, Lambayeque, Lambayeque, Perú"
6740,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0GFT,BNK-815,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",CLARO-PE,,"16,8",,Monthly,11/17/2020 5:51:37 PM,12/16/2020 5:51:37 PM,4764321225,358077091503157,,Active,Parked,2/4/2022 7:17:16 AM,7/16/2025 11:09:18 AM,7/16/2025 11:09:42 AM,"Nicolas De Rivera-53, San Isidro, Lima, Lima [Province]"
6742,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0LZ5,TBA-941,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,CLARO-PE,,"16,8",,Monthly,11/17/2020 5:51:37 PM,12/16/2020 5:51:37 PM,4764412907,352556102447294,,Active,Idle Alert,10/27/2022 5:03:38 AM,7/16/2025 10:49:18 AM,7/16/2025 10:49:48 AM,"Av Pe-1s Km 276, Paracas, Pisco, Ica, Perú"
6743,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0O9F,TBB-884,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"16,8",,Monthly,11/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,4764400637,354514101202531,,Active,Travel Stop,10/27/2022 4:50:37 AM,7/16/2025 11:12:45 AM,7/16/2025 11:13:21 AM,Carretera Panamericana Sur 
6744,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0OU6,TBB-818,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"16,8",,Monthly,11/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,4764413652,352556102516932,,Active,Parked,10/27/2022 4:52:55 AM,7/16/2025 9:45:37 AM,7/16/2025 9:46:07 AM,"Av Pe-1s Km 258, Paracas, Pisco, Ica, Perú"
6745,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0OUW,TBB-813,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,CLARO-PE,,"16,8",,Monthly,11/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,4764400635,354514101223131,,Active,Drive,10/27/2022 5:00:08 AM,7/16/2025 11:14:28 AM,7/16/2025 11:14:50 AM,"Unnamed Road, Peru"
6746,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0T3W,CAI-645,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,8",,Monthly,11/17/2020 5:51:37 PM,12/16/2020 5:51:37 PM,4764412860,352556102457426,,Active,Parked,7/26/2022 12:36:34 PM,7/16/2025 9:13:35 AM,7/16/2025 9:14:14 AM,"Av Carretera Central, Ate Vitarte, Lima, Lima [Province], Perú"
6747,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,0U0I,TBB-872,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,"16,8",,Monthly,11/17/2020 5:51:37 PM,12/16/2020 5:51:37 PM,4764417817,352556102517799,,Active,Idle - Stop,10/29/2022 2:11:49 PM,7/16/2025 11:14:40 AM,7/16/2025 11:14:55 AM,"Av Pe-1b Km 72, Olmos, Lambayeque, Lambayeque, Perú"
6748,TSO Mobile Peru,CONSORCIO ELECTRICO DE VILLACURI S.A.C,VIP,20178344952,,20178344952,"Panic Button, ",PLAN PROFESIONAL,Client,11RO,AJO-776,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,"16,8",,Monthly,11/17/2020 5:51:37 PM,12/16/2020 5:51:37 PM,4764428960,354514102531532,,Active,Parked,5/10/2024 5:25:21 PM,7/16/2025 11:00:47 AM,7/16/2025 11:01:10 AM,"Km 274 P Sur PE-1S,274, Salas, Ica, Ica, Perú"
